,Trajectory,Drug,Disease list,Disease Consensus Name List,PubMed count,PubMed count avg
55,275,Aprindine,"['I99', 'A04', 'E78', 'E83', 'G46', 'G51', 'M10', 'M85', 'F50', 'N04', 'N05', 'N62', 'N87']","['disorders of circulatory system', 'bacterial intestinal infections', 'disorders of lipoprotein metabolism and lipidaemias', 'disorders of mineral metabolism', 'vascular syndromes of brain in cerebrovascular diseases', 'facial nerve disorders', 'gout', 'disorders of bone density and structure', 'eating disorders', 'nephrotic syndrome', 'minor glomerular abnormality', 'hypertrophy of breast', 'dysplasia of cervix uteri']","[25, 0, 0, 0, 0, 0, 0, 11, 1, 0, 0, 0, 0]",2.8461538461538463
56,65_103,Mitiglinide,"['B18', 'F10', 'F11', 'F12', 'F13', 'F14', 'F19']","['chronic viral hepatitis', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of cannabinoids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']","[0, 0, 0, 0, 0, 0, 0]",0.0
57,126,Insulin Detemir,"['G40', 'G93', 'G41']","['epilepsy', 'disorders of brain', 'status epilepticus']","[0, 11, 0]",3.6666666666666665
58,20,Levobupivacaine,"['F98', 'J11', 'J38', 'L50']","['behavioural and emotional disorders with onset usually occurring in childhood and adolescence', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']","[248, 0, 1, 1]",62.5
59,253_254_345,Pseudoephedrine,"['C53', 'C54', 'C55']","['malignant neoplasm of cervix uteri', 'malignant neoplasm of corpus uteri', 'malignant neoplasm of uterus, part']","[0, 0, 0]",0.0
60,61,Bufexamac,"['N12', 'N30', 'N39', 'N73', 'N76']","['tubulo-interstitial nephritis', 'cystitis', 'disorders of urinary system', 'female pelvic inflammatory diseases', 'inflammation of vagina and vulva']","[0, 0, 0, 0, 2]",0.4
61,25,Propacetamol,"['H73', 'J00', 'J04', 'J12', 'J38', 'L50']","['disorders of tympanic membrane', 'acute nasopharyngitis [common cold]', 'acute laryngitis and tracheitis', 'viral pneumonia', 'diseases of vocal cords and larynx', 'urticaria']","[0, 1, 0, 1, 0, 1]",0.5
62,324,Salsalate,"['N00', 'D46', 'E53', 'F05', 'G31', 'H49', 'I10', 'I12', 'I13', 'I62', 'I99', 'J02', 'J04', 'J30', 'J41', 'J42', 'J69', 'K20', 'K73', 'K75', 'L29', 'M10', 'M40', 'M46', 'N10', 'D26', 'E24', 'L73']","['acute nephritic syndrome', 'myelodysplastic syndromes', 'deficiency of b group vitamins', 'delirium', 'degenerative diseases of nervous system', 'paralytic strabismus', 'essential (primary) hypertension', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'acute pharyngitis', 'acute laryngitis and tracheitis', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'chronic bronchitis', 'pneumonitis due to solids and liquids', 'oesophagitis', 'chronic hepatitis', 'inflammatory liver diseases', 'pruritus', 'gout', 'kyphosis and lordosis', 'inflammatory spondylopathies', 'acute tubulo-interstitial nephritis', 'benign neoplasms of uterus', ""cushing's syndrome"", 'follicular disorders']","[0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 10, 0, 0, 0, 0, 0, 15, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0]",1.8214285714285714
63,204,Efonidipine,"['I25', 'I42', 'I50', 'I44', 'I51']","['chronic ischaemic heart disease', 'cardiomyopathy', 'heart failure', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease']","[1, 8, 7, 1, 20]",7.4
64,350,Ticagrelor,"['C38', 'C78', 'C79', 'C80', 'D61', 'D63', 'D70', 'M84', 'C23', 'D48']","['malignant neoplasm of heart, mediastinum and pleura', 'secondary malignant neoplasm of respiratory and digestive organs', 'secondary malignant neoplasm of specified sites', 'malignant neoplasm', 'aplastic anaemias', 'anaemia in chronic diseases classified elsewhere', 'agranulocytosis', 'disorders of continuity of bone', 'malignant neoplasm of gallbladder', 'neoplasm of uncertain or unknown behaviour of sites']","[0, 0, 0, 49, 0, 0, 3, 1, 0, 0]",5.3
65,97,Vortioxetine,"['K80', 'K81', 'K82', 'K83', 'K85']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract', 'acute pancreatitis']","[0, 0, 0, 0, 0]",0.0
66,105,Acetylcysteine,"['D18', 'K25', 'K26', 'K29', 'K31', 'K57', 'K58']","['haemangioma and lymphangioma, any site', 'gastric ulcer', 'duodenal ulcer', 'gastritis and duodenitis', 'diseases of stomach and duodenum', 'diverticular disease of intestine', 'irritable bowel syndrome']","[2, 30, 3, 54, 66, 1, 1]",22.428571428571427
67,223,Dasabuvir,"['K83', 'C25']","['diseases of biliary tract', 'malignant neoplasm of pancreas']","[0, 2]",1.0
68,324,Diazoxide,"['N00', 'D46', 'E53', 'F05', 'G31', 'H49', 'I10', 'I12', 'I13', 'I62', 'I99', 'J02', 'J04', 'J30', 'J41', 'J42', 'J69', 'K20', 'K73', 'K75', 'L29', 'M10', 'M40', 'M46', 'N10', 'D26', 'E24', 'L73']","['acute nephritic syndrome', 'myelodysplastic syndromes', 'deficiency of b group vitamins', 'delirium', 'degenerative diseases of nervous system', 'paralytic strabismus', 'essential (primary) hypertension', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'acute pharyngitis', 'acute laryngitis and tracheitis', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'chronic bronchitis', 'pneumonitis due to solids and liquids', 'oesophagitis', 'chronic hepatitis', 'inflammatory liver diseases', 'pruritus', 'gout', 'kyphosis and lordosis', 'inflammatory spondylopathies', 'acute tubulo-interstitial nephritis', 'benign neoplasms of uterus', ""cushing's syndrome"", 'follicular disorders']","[0, 0, 0, 1, 3, 0, 3, 1, 326, 0, 84, 0, 0, 12, 0, 0, 29, 4, 2, 3, 1, 1, 0, 1, 0, 0, 10, 1]",17.214285714285715
69,367,Mitoxantrone,"['F00', 'F01', 'F03', 'G30', 'F05']","[""dementia in alzheimer's disease"", 'vascular dementia', 'dementia', ""alzheimer's disease"", 'delirium']","[6, 1, 9, 10, 3]",5.8
70,408,Sibutramine,"['M17', 'M24', 'M65', 'M67', 'M71', 'M87', 'M94']","['gonarthrosis [arthrosis of knee]', 'specific joint derangements', 'infective (teno)synovitis', 'disorders of synovium and tendon', 'bursopathies', 'osteonecrosis', 'disorders of cartilage']","[0, 0, 0, 0, 0, 0, 1]",0.14285714285714285
71,174,Caffeine,"['D34', 'E04', 'E55', 'E83', 'J38']","['benign neoplasm of thyroid gland', 'non-toxic goitre', 'vitamin d deficiency', 'disorders of mineral metabolism', 'diseases of vocal cords and larynx']","[2, 0, 19, 45, 14]",16.0
72,25,Podofilox,"['H73', 'J00', 'J04', 'J12', 'J38', 'L50']","['disorders of tympanic membrane', 'acute nasopharyngitis [common cold]', 'acute laryngitis and tracheitis', 'viral pneumonia', 'diseases of vocal cords and larynx', 'urticaria']","[0, 2, 4, 42, 20, 9]",12.833333333333334
73,25,Cisplatin,"['H73', 'J00', 'J04', 'J12', 'J38', 'L50']","['disorders of tympanic membrane', 'acute nasopharyngitis [common cold]', 'acute laryngitis and tracheitis', 'viral pneumonia', 'diseases of vocal cords and larynx', 'urticaria']","[7, 19, 121, 42, 20]",41.8
74,372,Benzophenone,"['F32', 'F48', 'F19', 'F22', 'F40', 'F44', 'F51', 'L29', 'L82']","['depressive episode', 'neurotic disorders', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'persistent delusional disorders', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'sleep disorders', 'pruritus', 'seborrhoeic keratosis']","[1, 0, 8, 0, 0, 0, 15, 13, 0]",4.111111111111111
75,383_412,Thimerosal,"['G95', 'M48']","['diseases of spinal cord', 'spondylopathies']",[0],0.0
76,152_407,Estrone sulfate,"['M06', 'M05', 'M13']","['rheumatoid arthritis', 'seropositive rheumatoid arthritis', 'arthritis']","[3, 0, 5]",2.6666666666666665
77,201,Metformin,"['M35', 'I10', 'I11', 'I15', 'I27', 'I35', 'I44', 'I51', 'I74', 'I77', 'J15', 'L30', 'M13']","['systemic involvement of connective tissue', 'essential (primary) hypertension', 'hypertensive heart disease', 'secondary hypertension', 'pulmonary heart diseases', 'nonrheumatic aortic valve disorders', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'arterial embolism and thrombosis', 'disorders of arteries and arterioles', 'bacterial pneumonia', 'dermatitis', 'arthritis']","[4, 17, 313, 145, 64, 0, 6, 8097, 129, 656, 9, 43, 214]",745.9230769230769
78,329,Doxepin,"['N80', 'N81', 'N84', 'N85', 'N88', 'N95']","['endometriosis', 'female genital prolapse', 'polyp of female genital tract', 'noninflammatory disorders of uterus, except cervix', 'noninflammatory disorders of cervix uteri', 'menopausal and perimenopausal disorders']","[1, 0, 0, 0, 0, 5]",1.0
79,252,Irinotecan,"['C50', 'D05', 'D24', 'N60', 'N62', 'N64']","['malignant neoplasm of breast', 'carcinoma in situ of breast', 'benign neoplasm of breast', 'benign mammary dysplasia', 'hypertrophy of breast', 'disorders of breast']","[510, 0, 517, 0, 0, 282]",218.16666666666666
80,201,Romidepsin,"['M35', 'I10', 'I11', 'I15', 'I27', 'I35', 'I44', 'I51', 'I74', 'I77', 'J15', 'L30', 'M13']","['systemic involvement of connective tissue', 'essential (primary) hypertension', 'hypertensive heart disease', 'secondary hypertension', 'pulmonary heart diseases', 'nonrheumatic aortic valve disorders', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'arterial embolism and thrombosis', 'disorders of arteries and arterioles', 'bacterial pneumonia', 'dermatitis', 'arthritis']","[0, 0, 0, 1, 1, 0, 0, 34, 2, 2, 0, 3, 7]",3.8461538461538463
81,397,Aprindine,"['F33', 'F43', 'F50', 'F60', 'B37', 'F40', 'L30']","['recurrent depressive disorder', 'reaction to severe stress, and adjustment disorders', 'eating disorders', 'specific personality disorders', 'candidiasis', 'phobic anxiety disorders', 'dermatitis']","[0, 0, 1, 0, 0, 0, 2]",0.42857142857142855
82,159,Dapagliflozin,"['B16', 'B18', 'K73']","['acute hepatitis b', 'chronic viral hepatitis', 'chronic hepatitis']","[0, 0, 3]",1.0
83,275,Galantamine,"['I99', 'A04', 'E78', 'E83', 'G46', 'G51', 'M10', 'M85', 'F50', 'N04', 'N05', 'N62', 'N87']","['disorders of circulatory system', 'bacterial intestinal infections', 'disorders of lipoprotein metabolism and lipidaemias', 'disorders of mineral metabolism', 'vascular syndromes of brain in cerebrovascular diseases', 'facial nerve disorders', 'gout', 'disorders of bone density and structure', 'eating disorders', 'nephrotic syndrome', 'minor glomerular abnormality', 'hypertrophy of breast', 'dysplasia of cervix uteri']","[38, 0, 7, 3, 1, 2, 0, 405, 4, 0, 0, 0]",38.333333333333336
84,96_135,Butalbital,"['I84', 'K60', 'K62']","['haemorrhoids', 'fissure and fistula of anal and rectal regions', 'diseases of anus and rectum']","[0, 0, 0]",0.0
85,273,Glycerin,"['E03', 'E10', 'E13', 'E16']","['hypothyroidism', 'insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'disorders of pancreatic internal secretion']","[120, 389, 0, 8]",129.25
86,372,Panobinostat,"['F32', 'F48', 'F19', 'F22', 'F40', 'F44', 'F51', 'L29', 'L82']","['depressive episode', 'neurotic disorders', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'persistent delusional disorders', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'sleep disorders', 'pruritus', 'seborrhoeic keratosis']","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
87,76_186_187,Oxazepam,"['F20', 'F25']","['schizophrenia', 'schizoaffective disorders']","[24, 28]",26.0
88,97,Fesoterodine,"['K80', 'K81', 'K82', 'K83', 'K85']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract', 'acute pancreatitis']","[0, 0, 0, 0, 0]",0.0
89,275,Orciprenaline,"['I99', 'A04', 'E78', 'E83', 'G46', 'G51', 'M10', 'M85', 'F50', 'N04', 'N05', 'N62', 'N87']","['disorders of circulatory system', 'bacterial intestinal infections', 'disorders of lipoprotein metabolism and lipidaemias', 'disorders of mineral metabolism', 'vascular syndromes of brain in cerebrovascular diseases', 'facial nerve disorders', 'gout', 'disorders of bone density and structure', 'eating disorders', 'nephrotic syndrome', 'minor glomerular abnormality', 'hypertrophy of breast', 'dysplasia of cervix uteri']","[43, 0, 1, 0, 0, 0, 0, 80, 0, 0, 0, 0]",10.333333333333334
90,14,Estradiol,"['E10', 'E16', 'E87']","['insulin-dependent diabetes mellitus', 'disorders of pancreatic internal secretion', 'disorders of fluid, electrolyte and acid-base balance']","[221, 8, 58]",95.66666666666667
91,403,Cyproterone acetate,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']","[0, 20, 16]",12.0
92,4,Betahistine,"['A41', 'C91']","['septicaemia', 'lymphoid leukaemia']","[2, 0]",1.0
93,69,Methyprylon,"['K66', 'N73', 'N80', 'N94']","['disorders of peritoneum', 'female pelvic inflammatory diseases', 'endometriosis', 'pain and conditions associated with female genital organs and menstrual cycle']","[0, 0, 0, 0]",0.0
94,40,Hydrocodone,"['E66', 'E78', 'F17', 'I10', 'K76', 'K80']","['obesity', 'disorders of lipoprotein metabolism and lipidaemias', 'mental and behavioural disorders due to use of tobacco', 'essential (primary) hypertension', 'diseases of liver', 'cholelithiasis']","[13, 0, 7, 0, 17, 0]",6.166666666666667
95,252,Fluoxymesterone,"['C50', 'D05', 'D24', 'N60', 'N62', 'N64']","['malignant neoplasm of breast', 'carcinoma in situ of breast', 'benign neoplasm of breast', 'benign mammary dysplasia', 'hypertrophy of breast', 'disorders of breast']","[111, 4, 111, 0, 1, 119]",57.666666666666664
96,185,Isoniazid,"['F17', 'G45', 'J38', 'J40', 'J43', 'J98']","['mental and behavioural disorders due to use of tobacco', 'transient cerebral ischaemic attacks and related syndromes', 'diseases of vocal cords and larynx', 'bronchitis', 'emphysema', 'respiratory disorders']","[5, 181, 31, 31, 20, 500]",128.0
97,354,Clotiazepam,"['L72', 'N92', 'D21', 'D23', 'D72', 'E65', 'K35', 'L50', 'M84', 'N35', 'N87', 'N94']","['follicular cysts of skin and subcutaneous tissue', 'excessive, frequent and irregular menstruation', 'benign neoplasms of connective and soft tissue', 'benign neoplasms of skin', 'disorders of white blood cells', 'localised adiposity', 'acute appendicitis', 'urticaria', 'disorders of continuity of bone', 'urethral stricture', 'dysplasia of cervix uteri', 'pain and conditions associated with female genital organs and menstrual cycle']","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",0.16666666666666666
98,43,Budesonide,"['E87', 'F10', 'F12']","['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']","[6, 8, 0]",4.666666666666667
99,60,Clonazepam,"['M41', 'M51', 'M54']","['scoliosis', 'intervertebral disk disorders', 'dorsalgia']","[9, 0, 21]",10.0
100,228_319,Dipivefrin,"['M17', 'M21', 'M71', 'M93', 'M94']","['gonarthrosis [arthrosis of knee]', 'acquired deformities of limbs', 'bursopathies', 'osteochondropathies', 'disorders of cartilage']","[0, 0, 0, 0, 0]",0.0
101,374,Hyaluronidase,"['H10', 'F13', 'F33', 'F41', 'F43', 'F45', 'K59']","['conjunctivitis', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders', 'functional intestinal disorders']","[25, 57, 0, 3, 2, 0, 100]",26.714285714285715
102,372,Capsaicin,"['F32', 'F48', 'F19', 'F22', 'F40', 'F44', 'F51', 'L29', 'L82']","['depressive episode', 'neurotic disorders', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'persistent delusional disorders', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'sleep disorders', 'pruritus', 'seborrhoeic keratosis']","[6, 0, 5, 0, 3, 2, 36, 366, 0]",46.44444444444444
103,201,Blinatumomab,"['M35', 'I10', 'I11', 'I15', 'I27', 'I35', 'I44', 'I51', 'I74', 'I77', 'J15', 'L30', 'M13']","['systemic involvement of connective tissue', 'essential (primary) hypertension', 'hypertensive heart disease', 'secondary hypertension', 'pulmonary heart diseases', 'nonrheumatic aortic valve disorders', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'arterial embolism and thrombosis', 'disorders of arteries and arterioles', 'bacterial pneumonia', 'dermatitis', 'arthritis']","[0, 0, 1, 1, 0, 0, 0, 98, 6, 2, 0, 4]",9.333333333333334
104,242,Cefazolin,"['N97', 'D13', 'K80', 'K81', 'K82']","['female infertility', 'benign neoplasm of ill-defined parts of digestive system', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']","[2, 0, 23, 32, 17]",14.8
105,403,Asenapine,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']","[0, 1, 0, 1]",0.5
106,355,Silver,"['C53', 'C54', 'C55', 'D25', 'K81']","['malignant neoplasm of cervix uteri', 'malignant neoplasm of corpus uteri', 'malignant neoplasm of uterus, part', 'leiomyoma of uterus', 'cholecystitis']","[39, 5, 8, 36, 25]",22.6
107,154,Prednisone,"['M19', 'M65', 'M75', 'M72']","['arthrosis', 'infective (teno)synovitis', 'shoulder lesions', 'fibroblastic disorders']","[3327, 0, 34, 64]",856.25
108,152_407,Brivaracetam,"['M06', 'M05', 'M13']","['rheumatoid arthritis', 'seropositive rheumatoid arthritis', 'arthritis']","[1, 0, 1]",0.6666666666666666
109,252,Pomalidomide,"['C50', 'D05', 'D24', 'N60', 'N62', 'N64']","['malignant neoplasm of breast', 'carcinoma in situ of breast', 'benign neoplasm of breast', 'benign mammary dysplasia', 'hypertrophy of breast', 'disorders of breast']","[6, 1, 6, 0, 5]",3.6
110,14,Thioridazine,"['E10', 'E16', 'E87']","['insulin-dependent diabetes mellitus', 'disorders of pancreatic internal secretion', 'disorders of fluid, electrolyte and acid-base balance']","[4, 0, 3]",2.3333333333333335
